"iperf","sysbench","ycruncher","pgbench","set","vm"
626,8.4624,8.011,70881.3333333333,16,15
596,8.4479,7.965,70881.3333333333,16,15
718,8.454,7.911,72341,16,16
818,8.4588,7.972,73029,16,16
894,8.4559,7.946,72446,16,16
843,8.4564,7.951,72605.3333333333,16,16
809,8.4523,7.983,72605.3333333333,16,16
832,8.4521,7.976,72605.3333333333,16,16
880,8.4634,8.018,72605.3333333333,16,16
834,8.4692,8.002,72605.3333333333,16,16
824,8.4556,8.069,72605.3333333333,16,16
741,8.452,7.968,72605.3333333333,16,16
