"iperf","sysbench","ycruncher","pgbench","set","vm"
1181,8.4477,7.303,82859,6,6
1172,8.4524,7.314,82859,6,6
1170,8.451,7.296,82859,6,6
1038,8.4561,7.384,81532,7,1
1036,8.4455,7.396,80390,7,1
993,8.4497,7.371,81198,7,1
1211,8.4481,7.371,81040,7,1
1214,8.4546,7.364,81040,7,1
1208,8.4524,7.38,81040,7,1
1183,8.4542,7.371,81040,7,1
1174,8.4672,7.712,81040,7,1
1199,8.4511,8.165,81040,7,1
1185,8.4579,7.374,81040,7,1
1203,8.4597,7.397,80522,7,2
1192,8.4567,7.387,79456,7,2
1184,8.4566,7.381,80543,7,2
1213,8.4529,7.377,80173.6666666667,7,2
1163,8.4561,7.354,80173.6666666667,7,2
1234,8.4529,7.378,80173.6666666667,7,2
986,8.4549,7.352,80173.6666666667,7,2
1045,8.4659,7.738,80173.6666666667,7,2
922,8.4514,8.114,80173.6666666667,7,2
1032,8.4574,7.362,80173.6666666667,7,2
1237,8.4555,7.396,82103,7,3
1042,8.4526,7.404,82273,7,3
1026,8.4535,7.396,82508,7,3
1154,8.4587,7.362,82294.6666666667,7,3
1168,8.4559,7.376,82294.6666666667,7,3
1121,8.4523,7.392,82294.6666666667,7,3
1098,8.4786,7.394,82294.6666666667,7,3
990,8.4674,7.767,82294.6666666667,7,3
1079,8.4524,8.117,82294.6666666667,7,3
1083,8.4547,7.378,82294.6666666667,7,3
1216,8.4492,7.252,81091,7,4
1012,8.4544,7.255,80130,7,4
1072,8.4498,7.24,81142,7,4
1100,8.4487,7.261,80787.6666666667,7,4
1098,8.4527,7.232,80787.6666666667,7,4
1086,8.4562,7.257,80787.6666666667,7,4
1048,8.4494,7.24,80787.6666666667,7,4
1145,8.4473,7.494,80787.6666666667,7,4
1182,8.4526,7.79,80787.6666666667,7,4
1181,8.4558,7.243,80787.6666666667,7,4
1128,8.451,7.348,81699,7,5
1143,8.4463,7.38,81585,7,5
1159,8.451,7.363,82090,7,5
1184,8.4522,7.348,81791.3333333333,7,5
1177,8.4454,7.324,81791.3333333333,7,5
993,8.4456,7.355,81791.3333333333,7,5
1193,8.4555,7.365,81791.3333333333,7,5
1201,8.4506,7.689,81791.3333333333,7,5
1008,8.4497,8.137,81791.3333333333,7,5
1053,8.4569,7.362,81791.3333333333,7,5
1208,8.4551,7.366,81677,7,6
1191,8.4546,7.386,80787,7,6
1172,8.4451,7.335,81692,7,6
1190,8.4496,7.332,81385.3333333333,7,6
1158,8.454,7.367,81385.3333333333,7,6
1227,8.4545,7.335,81385.3333333333,7,6
1152,8.4516,7.354,81385.3333333333,7,6
1199,8.4466,7.698,81385.3333333333,7,6
1222,8.4579,8.063,81385.3333333333,7,6
908,8.4494,7.356,81385.3333333333,7,6
1245,8.4554,7.337,82337,7,7
1179,8.4503,7.347,82473,7,7
1176,8.4527,7.327,82706,7,7
1188,8.4554,7.334,82505.3333333333,7,7
1183,8.4542,7.314,82505.3333333333,7,7
1181,8.4628,7.338,82505.3333333333,7,7
1085,8.4521,7.37,82505.3333333333,7,7
1204,8.4713,7.676,82505.3333333333,7,7
1215,8.4564,8.155,82505.3333333333,7,7
1218,8.4548,7.337,82505.3333333333,7,7
1047,8.4624,7.526,79883,8,1
1199,8.4511,7.516,79900,8,1
1183,8.4516,7.533,79749,8,1
1238,8.4537,7.553,79844,8,1
1202,8.4516,7.535,79844,8,1
1182,8.4548,7.524,79844,8,1
899,8.4522,7.548,79844,8,1
973,8.4601,7.562,79844,8,1
1215,8.4651,7.544,79844,8,1
1201,8.4498,7.527,79844,8,1
895,8.4652,7.52,78850,8,2
1027,8.4476,7.52,78917,8,2
1136,8.4465,7.535,79066,8,2
1217,8.461,7.541,78944.3333333333,8,2
1230,8.4534,7.536,78944.3333333333,8,2
1188,8.4488,7.527,78944.3333333333,8,2
1040,8.4531,7.551,78944.3333333333,8,2
1195,8.4718,7.555,78944.3333333333,8,2
1021,8.4526,7.545,78944.3333333333,8,2
1161,8.4521,7.547,78944.3333333333,8,2
588,8.4499,7.541,82474,8,3
911,8.4502,7.536,82052,8,3
921,8.4472,7.563,82406,8,3
1243,8.4588,7.566,82310.6666666667,8,3
1005,8.4489,7.53,82310.6666666667,8,3
938,8.4557,7.551,82310.6666666667,8,3
977,8.4683,7.572,82310.6666666667,8,3
985,8.4645,7.564,82310.6666666667,8,3
903,8.4544,7.547,82310.6666666667,8,3
893,8.4512,7.596,82310.6666666667,8,3
950,8.4519,7.242,80205,8,4
972,8.4534,7.24,80112,8,4
909,8.4521,7.246,80000,8,4
1149,8.4518,7.251,80105.6666666667,8,4
1186,8.4569,7.247,80105.6666666667,8,4
1193,8.464,7.257,80105.6666666667,8,4
791,8.4549,7.245,80105.6666666667,8,4
1021,8.4518,7.229,80105.6666666667,8,4
1078,8.4569,7.247,80105.6666666667,8,4
1022,8.4508,7.243,80105.6666666667,8,4
980,8.4565,7.518,81713,8,5
930,8.4544,7.508,81170,8,5
892,8.4492,7.515,81715,8,5
1192,8.4536,7.543,81532.6666666667,8,5
1024,8.4464,7.503,81532.6666666667,8,5
1049,8.4482,7.525,81532.6666666667,8,5
937,8.4549,7.545,81532.6666666667,8,5
955,8.453,7.563,81532.6666666667,8,5
679,8.4566,7.523,81532.6666666667,8,5
962,8.464,7.532,81532.6666666667,8,5
1058,8.4494,7.499,80534,8,6
1166,8.4584,7.492,80601,8,6
1185,8.4505,7.546,80591,8,6
1220,8.4543,7.546,80575.3333333333,8,6
1076,8.453,7.517,80575.3333333333,8,6
1174,8.4674,7.515,80575.3333333333,8,6
923,8.4559,7.53,80575.3333333333,8,6
976,8.4472,7.537,80575.3333333333,8,6
976,8.4511,7.531,80575.3333333333,8,6
912,8.4446,7.518,80575.3333333333,8,6
1213,8.4631,7.477,82620,8,7
820,8.4522,7.522,82046,8,7
1001,8.4535,7.525,82694,8,7
1153,8.4565,7.512,82453.3333333333,8,7
1214,8.4543,7.503,82453.3333333333,8,7
1204,8.4574,7.502,82453.3333333333,8,7
977,8.458,7.509,82453.3333333333,8,7
1149,8.4699,7.55,82453.3333333333,8,7
1210,8.4549,7.511,82453.3333333333,8,7
937,8.4555,7.513,82453.3333333333,8,7
1225,8.4517,7.535,79622,8,8
1120,8.4487,7.538,79922,8,8
1028,8.4503,7.538,79492,8,8
1182,8.4516,7.6,79678.6666666667,8,8
1060,8.4513,7.555,79678.6666666667,8,8
1005,8.4479,7.543,79678.6666666667,8,8
933,8.4621,7.569,79678.6666666667,8,8
1148,8.4478,7.562,79678.6666666667,8,8
1216,8.4462,7.564,79678.6666666667,8,8
1095,8.453,7.559,79678.6666666667,8,8
1246,8.4577,7.502,79521,9,1
1025,8.4557,7.505,79376,9,1
1050,8.4511,7.554,79662,9,1
913,8.4567,7.605,79519.6666666667,9,1
886,8.4536,7.546,79519.6666666667,9,1
1227,8.4552,7.558,79519.6666666667,9,1
1206,8.4549,7.54,79519.6666666667,9,1
1202,8.4607,7.588,79519.6666666667,9,1
1186,8.4574,7.563,79519.6666666667,9,1
942,8.4483,7.568,79519.6666666667,9,1
973,8.4537,7.533,78709,9,2
1063,8.4518,7.537,78572,9,2
1022,8.456,7.531,78706,9,2
862,8.4545,7.607,78662.3333333333,9,2
1170,8.4558,7.543,78662.3333333333,9,2
1211,8.4521,7.569,78662.3333333333,9,2
1236,8.4572,7.572,78662.3333333333,9,2
1186,8.4676,7.618,78662.3333333333,9,2
1159,8.4489,7.564,78662.3333333333,9,2
972,8.4518,7.574,78662.3333333333,9,2
896,8.4563,7.519,81529,9,3
1127,8.4514,7.552,81406,9,3
1088,8.4516,7.542,82143,9,3
910,8.4574,7.601,81692.6666666667,9,3
836,8.451,7.545,81692.6666666667,9,3
912,8.4521,7.582,81692.6666666667,9,3
987,8.466,7.592,81692.6666666667,9,3
910,8.468,7.624,81692.6666666667,9,3
975,8.4552,7.607,81692.6666666667,9,3
1204,8.4519,7.62,81692.6666666667,9,3
902,8.4506,7.266,79902,9,4
1073,8.4555,7.269,79924,9,4
1157,8.4541,7.264,80197,9,4
891,8.4504,7.287,80007.6666666667,9,4
764,8.4526,7.31,80007.6666666667,9,4
909,8.4631,7.258,80007.6666666667,9,4
750,8.4586,7.262,80007.6666666667,9,4
924,8.4534,7.263,80007.6666666667,9,4
940,8.4568,7.254,80007.6666666667,9,4
1212,8.4514,7.241,80007.6666666667,9,4
1241,8.4605,7.494,80301,9,5
1140,8.4514,7.52,80134,9,5
1245,8.4512,7.509,80958,9,5
940,8.454,7.553,80464.3333333333,9,5
935,8.4514,7.525,80464.3333333333,9,5
918,8.4535,7.537,80464.3333333333,9,5
909,8.46,7.535,80464.3333333333,9,5
941,8.4514,7.589,80464.3333333333,9,5
1237,8.4561,7.549,80464.3333333333,9,5
1002,8.4623,7.555,80464.3333333333,9,5
927,8.4455,7.492,80312,9,6
1219,8.4515,7.521,80396,9,6
1185,8.4453,7.543,80558,9,6
934,8.4454,7.571,80422,9,6
934,8.4505,7.515,80422,9,6
891,8.4521,7.544,80422,9,6
949,8.4517,7.533,80422,9,6
923,8.4477,7.598,80422,9,6
945,8.4561,7.554,80422,9,6
930,8.4452,7.557,80422,9,6
997,8.4625,7.487,81547,9,7
1171,8.4529,7.503,81321,9,7
1050,8.4531,7.516,82061,9,7
956,8.4559,7.571,81643,9,7
904,8.4531,7.512,81643,9,7
913,8.4606,7.542,81643,9,7
934,8.4597,7.543,81643,9,7
915,8.4749,7.57,81643,9,7
913,8.4577,7.545,81643,9,7
1056,8.459,7.547,81643,9,7
1218,8.4471,7.525,79333,9,8
1195,8.4547,7.557,79242,9,8
1059,8.4569,7.57,79139,9,8
893,8.4571,7.595,79238,9,8
911,8.4558,7.54,79238,9,8
888,8.4512,7.567,79238,9,8
909,8.4693,7.577,79238,9,8
899,8.4585,7.608,79238,9,8
907,8.4523,7.562,79238,9,8
1076,8.4527,7.571,79238,9,8
1216,8.4622,7.228,81195,9,9
1002,8.4484,7.218,81306,9,9
972,8.4502,7.211,81788,9,9
1201,8.4541,7.24,81429.6666666667,9,9
1185,8.4512,7.219,81429.6666666667,9,9
1224,8.4542,7.23,81429.6666666667,9,9
1132,8.4554,7.235,81429.6666666667,9,9
1184,8.4535,7.252,81429.6666666667,9,9
1219,8.4589,7.234,81429.6666666667,9,9
1163,8.4454,7.22,81429.6666666667,9,9
888,8.4513,7.492,77274,10,1
908,8.4469,7.616,77153,10,1
1176,8.4516,7.543,77548,10,1
1233,8.4481,7.565,77325,10,1
1134,8.449,7.541,77325,10,1
984,8.4516,7.541,77325,10,1
892,8.452,7.561,77325,10,1
830,8.4615,7.622,77325,10,1
754,8.4508,7.607,77325,10,1
878,8.4502,7.558,77325,10,1
490,8.4547,7.494,76310,10,2
929,8.4517,7.619,76181,10,2
964,8.4601,7.531,76665,10,2
877,8.4532,7.546,76385.3333333333,10,2
916,8.4511,7.536,76385.3333333333,10,2
960,8.451,7.529,76385.3333333333,10,2
922,8.4534,7.561,76385.3333333333,10,2
823,8.4704,7.594,76385.3333333333,10,2
440,8.4514,7.585,76385.3333333333,10,2
862,8.4488,7.561,76385.3333333333,10,2
1199,8.4535,7.534,82399,10,3
938,8.4484,7.653,81836,10,3
975,8.4553,7.581,80670,10,3
926,8.4545,7.583,81635,10,3
751,8.4518,7.563,81635,10,3
901,8.4507,7.563,81635,10,3
569,8.4679,7.567,81635,10,3
878,8.4643,7.619,81635,10,3
1245,8.4526,7.578,81635,10,3
918,8.4576,7.585,81635,10,3
1002,8.4552,7.281,78030,10,4
933,8.4522,7.312,77977,10,4
911,8.4537,7.286,78201,10,4
922,8.4512,7.298,78069.3333333333,10,4
915,8.4531,7.287,78069.3333333333,10,4
911,8.4671,7.313,78069.3333333333,10,4
936,8.4508,7.326,78069.3333333333,10,4
902,8.4513,7.302,78069.3333333333,10,4
785,8.4578,7.309,78069.3333333333,10,4
1077,8.451,7.285,78069.3333333333,10,4
1155,8.4584,7.45,80809,10,5
902,8.4462,7.584,80040,10,5
917,8.4514,7.532,79055,10,5
860,8.4508,7.529,79968,10,5
871,8.4572,7.519,79968,10,5
907,8.4518,7.53,79968,10,5
995,8.4639,7.536,79968,10,5
864,8.457,7.562,79968,10,5
971,8.4523,7.581,79968,10,5
1205,8.4649,7.567,79968,10,5
1166,8.4516,7.465,77797,10,6
867,8.4515,7.608,77586,10,6
485,8.448,7.535,78072,10,6
898,8.4502,7.541,77818.3333333333,10,6
848,8.4546,7.523,77818.3333333333,10,6
907,8.4586,7.548,77818.3333333333,10,6
1249,8.4458,7.551,77818.3333333333,10,6
1177,8.4489,7.577,77818.3333333333,10,6
1246,8.4491,7.584,77818.3333333333,10,6
898,8.4447,7.545,77818.3333333333,10,6
717,8.4556,7.465,81990,10,7
849,8.4478,7.606,81273,10,7
309,8.4508,7.516,80067,10,7
938,8.4572,7.524,81110,10,7
1015,8.4532,7.536,81110,10,7
950,8.4566,7.536,81110,10,7
917,8.4511,7.53,81110,10,7
713,8.4596,7.562,81110,10,7
795,8.4498,7.557,81110,10,7
849,8.4481,7.538,81110,10,7
1025,8.4527,7.503,76568,10,8
1165,8.4574,7.642,76687,10,8
1097,8.464,7.561,76964,10,8
1190,8.4559,7.566,76739.6666666667,10,8
1116,8.4571,7.561,76739.6666666667,10,8
1170,8.4545,7.555,76739.6666666667,10,8
1237,8.4723,7.569,76739.6666666667,10,8
1151,8.452,7.594,76739.6666666667,10,8
1110,8.4507,7.604,76739.6666666667,10,8
1162,8.4515,7.578,76739.6666666667,10,8
1208,8.4537,7.279,82074,10,9
720,8.4474,7.29,80990,10,9
1203,8.451,7.261,80027,10,9
1043,8.4451,7.251,81030.3333333333,10,9
1204,8.4535,7.262,81030.3333333333,10,9
1119,8.447,7.271,81030.3333333333,10,9
1217,8.4521,7.273,81030.3333333333,10,9
1155,8.4584,7.259,81030.3333333333,10,9
1088,8.463,7.264,81030.3333333333,10,9
943,8.4513,7.231,81030.3333333333,10,9
1016,8.4506,7.255,77277,10,10
925,8.4518,7.284,77547,10,10
964,8.4468,7.234,77734,10,10
787,8.4501,7.268,77519.3333333333,10,10
750,8.4539,7.261,77519.3333333333,10,10
893,8.4529,7.243,77519.3333333333,10,10
777,8.455,7.242,77519.3333333333,10,10
890,8.4643,7.259,77519.3333333333,10,10
970,8.4511,7.269,77519.3333333333,10,10
900,8.4491,7.276,77519.3333333333,10,10
711,8.4601,7.535,75185,11,1
807,8.4569,7.597,74543,11,1
819,8.4526,7.563,77760,11,1
703,8.4526,7.566,75829.3333333333,11,1
803,8.4461,7.603,75829.3333333333,11,1
769,8.4491,7.614,75829.3333333333,11,1
878,8.4524,7.577,75829.3333333333,11,1
1075,8.4558,7.617,75829.3333333333,11,1
849,8.458,7.573,75829.3333333333,11,1
831,8.4488,7.614,75829.3333333333,11,1
1126,8.46,7.531,74533,11,2
1120,8.4548,7.595,73766,11,2
828,8.4511,7.572,76977,11,2
745,8.4555,7.546,75092,11,2
807,8.4517,7.621,75092,11,2
759,8.4518,7.639,75092,11,2
886,8.4518,7.588,75092,11,2
995,8.4677,7.608,75092,11,2
1142,8.4582,7.596,75092,11,2
1215,8.4514,7.638,75092,11,2
947,8.4497,7.537,80363,11,3
880,8.4489,7.617,80347,11,3
824,8.4469,7.57,80403,11,3
764,8.4515,7.564,80371,11,3
812,8.4458,7.617,80371,11,3
1211,8.4507,7.644,80371,11,3
1062,8.4662,7.61,80371,11,3
929,8.4666,7.637,80371,11,3
931,8.452,7.608,80371,11,3
917,8.4478,7.64,80371,11,3
1197,8.4523,7.342,76000,11,4
1160,8.4588,7.346,75351,11,4
1161,8.4574,7.301,78962,11,4
1141,8.4507,7.334,76771,11,4
1068,8.4519,7.326,76771,11,4
945,8.4668,7.333,76771,11,4
1007,8.4521,7.308,76771,11,4
983,8.4493,7.309,76771,11,4
1127,8.4494,7.334,76771,11,4
1135,8.4484,7.328,76771,11,4
979,8.4612,7.485,78690,11,5
964,8.4543,7.57,78646,11,5
861,8.45,7.549,78258,11,5
883,8.4508,7.528,78531.3333333333,11,5
955,8.4571,7.595,78531.3333333333,11,5
918,8.4509,7.605,78531.3333333333,11,5
918,8.4499,7.566,78531.3333333333,11,5
1041,8.45,7.586,78531.3333333333,11,5
970,8.4519,7.571,78531.3333333333,11,5
985,8.4641,7.592,78531.3333333333,11,5
799,8.4511,7.499,75580,11,6
989,8.4547,7.562,74847,11,6
794,8.4573,7.523,78195,11,6
1137,8.4509,7.537,76207.3333333333,11,6
1090,8.4565,7.579,76207.3333333333,11,6
1091,8.4628,7.606,76207.3333333333,11,6
902,8.4555,7.545,76207.3333333333,11,6
913,8.4527,7.598,76207.3333333333,11,6
927,8.4559,7.567,76207.3333333333,11,6
907,8.4503,7.594,76207.3333333333,11,6
1078,8.4657,7.506,79559,11,7
1125,8.4521,7.586,79442,11,7
1141,8.4516,7.523,79374,11,7
751,8.4523,7.51,79458.3333333333,11,7
640,8.4567,7.593,79458.3333333333,11,7
783,8.457,7.602,79458.3333333333,11,7
902,8.4546,7.544,79458.3333333333,11,7
997,8.4594,7.592,79458.3333333333,11,7
914,8.4603,7.564,79458.3333333333,11,7
904,8.4536,7.6,79458.3333333333,11,7
713,8.452,7.553,74220,11,8
789,8.4522,7.6,73567,11,8
1159,8.4561,7.571,76690,11,8
1101,8.4548,7.576,74825.6666666667,11,8
1146,8.4525,7.638,74825.6666666667,11,8
1101,8.4531,7.626,74825.6666666667,11,8
1156,8.4603,7.604,74825.6666666667,11,8
1181,8.4648,7.618,74825.6666666667,11,8
857,8.4512,7.608,74825.6666666667,11,8
836,8.4532,7.64,74825.6666666667,11,8
711,8.4599,7.282,79437,11,9
949,8.4559,7.298,79213,11,9
881,8.4549,7.293,79068,11,9
874,8.4524,7.284,79239.3333333333,11,9
900,8.4523,7.313,79239.3333333333,11,9
876,8.4518,7.304,79239.3333333333,11,9
896,8.4477,7.291,79239.3333333333,11,9
966,8.4534,7.301,79239.3333333333,11,9
1189,8.4515,7.316,79239.3333333333,11,9
1159,8.4458,7.287,79239.3333333333,11,9
927,8.4484,7.302,75532,11,10
921,8.4522,7.287,74630,11,10
878,8.4512,7.296,77794,11,10
782,8.4602,7.298,75985.3333333333,11,10
889,8.4554,7.272,75985.3333333333,11,10
813,8.4516,7.301,75985.3333333333,11,10
1038,8.463,7.29,75985.3333333333,11,10
944,8.4567,7.278,75985.3333333333,11,10
929,8.4491,7.297,75985.3333333333,11,10
946,8.4466,7.306,75985.3333333333,11,10
1080,8.4535,7.294,79333,11,11
1124,8.446,7.297,79412,11,11
1122,8.4466,7.309,79223,11,11
1049,8.4474,7.328,79322.6666666667,11,11
1138,8.4449,7.307,79322.6666666667,11,11
1106,8.4498,7.325,79322.6666666667,11,11
1115,8.4527,7.312,79322.6666666667,11,11
961,8.4684,7.328,79322.6666666667,11,11
1121,8.4582,7.307,79322.6666666667,11,11
1144,8.4498,7.299,79322.6666666667,11,11
1044,8.4552,7.796,74762,12,1
1119,8.4509,7.848,74937,12,1
916,8.4559,7.854,74977,12,1
403,8.4529,7.835,74892,12,1
1095,8.4498,7.867,74892,12,1
994,8.4471,7.84,74892,12,1
