"iperf","sysbench","ycruncher","pgbench","set","vm"
805,8.4523,7.931,56636.3333333333,16,15
775,8.4457,7.947,56636.3333333333,16,15
794,8.4492,7.957,56636.3333333333,16,15
673,8.4518,7.964,56636.3333333333,16,15
693,8.4537,7.998,56636.3333333333,16,15
626,8.4624,8.011,56636.3333333333,16,15
596,8.4479,7.965,56636.3333333333,16,15
718,8.454,7.911,60283,16,16
818,8.4588,7.972,61217,16,16
894,8.4559,7.946,61148,16,16
843,8.4564,7.951,60882.6666666667,16,16
809,8.4523,7.983,60882.6666666667,16,16
832,8.4521,7.976,60882.6666666667,16,16
880,8.4634,8.018,60882.6666666667,16,16
834,8.4692,8.002,60882.6666666667,16,16
824,8.4556,8.069,60882.6666666667,16,16
741,8.452,7.968,60882.6666666667,16,16
