instanceID,experimentID,instanceType,wallTime,clients,threads,scaleFactor,transactionsType,queryMode,duration,transactions,,,
i-00b55946684109933,1531185246,c4.large,60.18448949,10,10,1,TPC-B (sort of),simple,60 s,62906,62906,,
i-00b55946684109933,1531185246,c4.large,60.17851233,10,10,1,TPC-B (sort of),simple,60 s,62422,62422,,
i-00b55946684109933,1531185246,c4.large,60.18221307,10,10,1,TPC-B (sort of),simple,60 s,62263,62263,,
i-00b55946684109933,1531185246,c4.large,60.17545462,10,10,1,TPC-B (sort of),simple,60 s,62747,62747,,
i-00b55946684109933,1531185246,c4.large,60.22277212,10,10,1,TPC-B (sort of),simple,60 s,61413,61413,,
i-00b55946684109933,1531185246,c4.large,60.18118191,10,10,1,TPC-B (sort of),simple,60 s,61987,61987,,
i-00b55946684109933,1531185246,c4.large,60.18031693,10,10,1,TPC-B (sort of),simple,60 s,61716,61716,,
i-00b55946684109933,1531185246,c4.large,60.18839097,10,10,1,TPC-B (sort of),simple,60 s,61607,61607,,
i-00b55946684109933,1531185246,c4.large,60.18501019,10,10,1,TPC-B (sort of),simple,60 s,61587,61587,,
i-0675746e5a509330f,1531185246,c4.large,60.30091977,10,10,1,TPC-B (sort of),simple,60 s,66420,66420,,
i-0675746e5a509330f,1531185246,c4.large,60.17821527,10,10,1,TPC-B (sort of),simple,60 s,67021,67021,,
i-0675746e5a509330f,1531185246,c4.large,60.17826223,10,10,1,TPC-B (sort of),simple,60 s,66820,66820,,
i-0675746e5a509330f,1531185246,c4.large,60.23494959,10,10,1,TPC-B (sort of),simple,60 s,65919,65919,,
i-0675746e5a509330f,1531185246,c4.large,60.18419123,10,10,1,TPC-B (sort of),simple,60 s,65181,65181,,
,,,,,,,,,,57391.24242,64696.7,67021,48848
