instanceID,instanceType,experimentID,interval,bandwidthUpload,bandwitdhDownload,Upload,Download,Total,setId,vmId,cmd,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,416 Mbits/sec,492 Mbits/sec,0.416,0.492,0.908,30,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,697 Mbits/sec,841 Mbits/sec,0.697,0.841,1.538,30,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,303 Mbits/sec,311 Mbits/sec,0.303,0.311,0.614,30,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,1.10 Gbits/sec,868 Mbits/sec,1.1,0.868,1.968,30,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,340 Mbits/sec,938 Mbits/sec,0.34,0.938,1.278,30,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,692 Mbits/sec,941 Mbits/sec,0.692,0.941,1.633,30,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,691 Mbits/sec,995 Mbits/sec,0.691,0.995,1.686,30,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,1.10 Gbits/sec,694 Mbits/sec,1.1,0.694,1.794,30,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,1.59 Gbits/sec,874 Mbits/sec,1.59,0.874,2.464,30,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,356 Mbits/sec,1.10 Gbits/sec,0.356,1.1,1.456,30,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,409 Mbits/sec,492 Mbits/sec,0.409,0.492,0.901,30,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,932 Mbits/sec,1.06 Gbits/sec,0.932,1.06,1.992,30,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,367 Mbits/sec,843 Mbits/sec,0.367,0.843,1.21,30,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,724 Mbits/sec,981 Mbits/sec,0.724,0.981,1.705,30,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,350 Mbits/sec,367 Mbits/sec,0.35,0.367,0.717,30,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,751 Mbits/sec,619 Mbits/sec,0.751,0.619,1.37,30,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,767 Mbits/sec,649 Mbits/sec,0.767,0.649,1.416,30,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,1.08 Gbits/sec,1.00 Gbits/sec,1.08,1,2.08,30,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,611 Mbits/sec,561 Mbits/sec,0.611,0.561,1.172,30,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,632 Mbits/sec,634 Mbits/sec,0.632,0.634,1.266,30,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,638 Mbits/sec,636 Mbits/sec,0.638,0.636,1.274,30,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,1.25 Gbits/sec,948 Mbits/sec,1.25,0.948,2.198,30,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,501 Mbits/sec,553 Mbits/sec,0.501,0.553,1.054,30,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,1.01 Gbits/sec,966 Mbits/sec,1.01,0.966,1.976,30,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,687 Mbits/sec,975 Mbits/sec,0.687,0.975,1.662,30,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,997 Mbits/sec,910 Mbits/sec,0.997,0.91,1.907,30,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,805 Mbits/sec,692 Mbits/sec,0.805,0.692,1.497,30,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,365 Mbits/sec,392 Mbits/sec,0.365,0.392,0.757,30,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,498 Mbits/sec,525 Mbits/sec,0.498,0.525,1.023,30,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,766 Mbits/sec,875 Mbits/sec,0.766,0.875,1.641,30,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,1.17 Gbits/sec,841 Mbits/sec,1.17,0.841,2.011,30,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,367 Mbits/sec,413 Mbits/sec,0.367,0.413,0.78,30,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,482 Mbits/sec,517 Mbits/sec,0.482,0.517,0.999,30,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,442 Mbits/sec,499 Mbits/sec,0.442,0.499,0.941,30,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,621 Mbits/sec,626 Mbits/sec,0.621,0.626,1.247,30,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,461 Mbits/sec,523 Mbits/sec,0.461,0.523,0.984,30,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,469 Mbits/sec,1.01 Gbits/sec,0.469,1.01,1.479,30,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,427 Mbits/sec,497 Mbits/sec,0.427,0.497,0.924,30,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,437 Mbits/sec,504 Mbits/sec,0.437,0.504,0.941,30,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,625 Mbits/sec,939 Mbits/sec,0.625,0.939,1.564,30,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,820 Mbits/sec,688 Mbits/sec,0.82,0.688,1.508,30,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,604 Mbits/sec,948 Mbits/sec,0.604,0.948,1.552,30,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,480 Mbits/sec,1.26 Gbits/sec,0.48,1.26,1.74,30,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,274 Mbits/sec,1.03 Gbits/sec,0.274,1.03,1.304,30,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,448 Mbits/sec,993 Mbits/sec,0.448,0.993,1.441,30,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,1.08 Gbits/sec,838 Mbits/sec,1.08,0.838,1.918,30,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,1.24 Gbits/sec,779 Mbits/sec,1.24,0.779,2.019,30,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,521 Mbits/sec,565 Mbits/sec,0.521,0.565,1.086,30,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,529 Mbits/sec,554 Mbits/sec,0.529,0.554,1.083,30,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,1.81 Gbits/sec,924 Mbits/sec,1.81,0.924,2.734,30,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,1.11 Gbits/sec,929 Mbits/sec,1.11,0.929,2.039,30,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,381 Mbits/sec,980 Mbits/sec,0.381,0.98,1.361,30,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,597 Mbits/sec,558 Mbits/sec,0.597,0.558,1.155,30,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,1.03 Gbits/sec,932 Mbits/sec,1.03,0.932,1.962,30,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,554 Mbits/sec,550 Mbits/sec,0.554,0.55,1.104,30,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,1.40 Gbits/sec,974 Mbits/sec,1.4,0.974,2.374,30,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,1.25 Gbits/sec,813 Mbits/sec,1.25,0.813,2.063,30,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,1.51 Gbits/sec,923 Mbits/sec,1.51,0.923,2.433,30,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,462 Mbits/sec,527 Mbits/sec,0.462,0.527,0.989,30,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,1.16 Gbits/sec,831 Mbits/sec,1.16,0.831,1.991,30,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,742 Mbits/sec,1.08 Gbits/sec,0.742,1.08,1.822,30,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,651 Mbits/sec,628 Mbits/sec,0.651,0.628,1.279,30,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,362 Mbits/sec,947 Mbits/sec,0.362,0.947,1.309,30,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,383 Mbits/sec,839 Mbits/sec,0.383,0.839,1.222,30,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,695 Mbits/sec,978 Mbits/sec,0.695,0.978,1.673,30,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-02e824dbf53330147,m5d.large,1567242764,15.0 sec,1.03 Gbits/sec,896 Mbits/sec,1.03,0.896,1.926,30,11,iperf -c 172.31.91.90 --dualtest --window 416k --time 15,,,,,
i-02e824dbf53330147,m5d.large,1567242764,15.0 sec,665 Mbits/sec,650 Mbits/sec,0.665,0.65,1.315,30,11,iperf -c 172.31.91.90 --dualtest --window 416k --time 15,,,,,
i-02e824dbf53330147,m5d.large,1567242764,15.0 sec,828 Mbits/sec,659 Mbits/sec,0.828,0.659,1.487,30,11,iperf -c 172.31.91.90 --dualtest --window 416k --time 15,,,,,
i-02e824dbf53330147,m5d.large,1567242764,15.0 sec,779 Mbits/sec,989 Mbits/sec,0.779,0.989,1.768,30,11,iperf -c 172.31.91.90 --dualtest --window 416k --time 15,,,,,
i-02e824dbf53330147,m5d.large,1567242764,15.0 sec,1.26 Gbits/sec,909 Mbits/sec,1.26,0.909,2.169,30,11,iperf -c 172.31.91.90 --dualtest --window 416k --time 15,,,,,
i-02e824dbf53330147,m5d.large,1567242764,15.0 sec,1.26 Gbits/sec,927 Mbits/sec,1.26,0.927,2.187,30,11,iperf -c 172.31.91.90 --dualtest --window 416k --time 15,,,,,
i-02e824dbf53330147,m5d.large,1567242764,15.0 sec,360 Mbits/sec,1.13 Gbits/sec,0.36,1.13,1.49,30,11,iperf -c 172.31.91.90 --dualtest --window 416k --time 15,,,,,
i-02e824dbf53330147,m5d.large,1567242764,15.0 sec,384 Mbits/sec,945 Mbits/sec,0.384,0.945,1.329,30,11,iperf -c 172.31.91.90 --dualtest --window 416k --time 15,,,,,
i-02e824dbf53330147,m5d.large,1567242764,15.0 sec,560 Mbits/sec,818 Mbits/sec,0.56,0.818,1.378,30,11,iperf -c 172.31.91.90 --dualtest --window 416k --time 15,,,,,
i-02e824dbf53330147,m5d.large,1567242764,15.0 sec,597 Mbits/sec,581 Mbits/sec,0.597,0.581,1.178,30,11,iperf -c 172.31.91.90 --dualtest --window 416k --time 15,,,,,
i-02e824dbf53330147,m5d.large,1567242764,15.0 sec,597 Mbits/sec,607 Mbits/sec,0.597,0.607,1.204,30,11,iperf -c 172.31.91.90 --dualtest --window 416k --time 15,,,,,
i-04c7af14574861835,m5d.large,1567242764,15.0 sec,916 Mbits/sec,954 Mbits/sec,0.916,0.954,1.87,30,12,iperf -c 172.31.93.8 --dualtest --window 416k --time 15,,,,,
i-04c7af14574861835,m5d.large,1567242764,15.0 sec,1.31 Gbits/sec,969 Mbits/sec,1.31,0.969,2.279,30,12,iperf -c 172.31.93.8 --dualtest --window 416k --time 15,,,,,
i-04c7af14574861835,m5d.large,1567242764,15.0 sec,1.38 Gbits/sec,863 Mbits/sec,1.38,0.863,2.243,30,12,iperf -c 172.31.93.8 --dualtest --window 416k --time 15,,,,,
i-04c7af14574861835,m5d.large,1567242764,15.0 sec,903 Mbits/sec,975 Mbits/sec,0.903,0.975,1.878,30,12,iperf -c 172.31.93.8 --dualtest --window 416k --time 15,,,,,
i-04c7af14574861835,m5d.large,1567242764,15.0 sec,1.34 Gbits/sec,874 Mbits/sec,1.34,0.874,2.214,30,12,iperf -c 172.31.93.8 --dualtest --window 416k --time 15,,,,,
i-04c7af14574861835,m5d.large,1567242764,15.0 sec,1.10 Gbits/sec,972 Mbits/sec,1.1,0.972,2.072,30,12,iperf -c 172.31.93.8 --dualtest --window 416k --time 15,,,,,
i-04c7af14574861835,m5d.large,1567242764,15.0 sec,1.31 Gbits/sec,832 Mbits/sec,1.31,0.832,2.142,30,12,iperf -c 172.31.93.8 --dualtest --window 416k --time 15,,,,,
i-04c7af14574861835,m5d.large,1567242764,15.0 sec,1.51 Gbits/sec,939 Mbits/sec,1.51,0.939,2.449,30,12,iperf -c 172.31.93.8 --dualtest --window 416k --time 15,,,,,
i-04c7af14574861835,m5d.large,1567242764,15.0 sec,639 Mbits/sec,628 Mbits/sec,0.639,0.628,1.267,30,12,iperf -c 172.31.93.8 --dualtest --window 416k --time 15,,,,,
i-04c7af14574861835,m5d.large,1567242764,15.0 sec,712 Mbits/sec,940 Mbits/sec,0.712,0.94,1.652,30,12,iperf -c 172.31.93.8 --dualtest --window 416k --time 15,,,,,
i-04c7af14574861835,m5d.large,1567242764,15.0 sec,1.30 Gbits/sec,805 Mbits/sec,1.3,0.805,2.105,30,12,iperf -c 172.31.93.8 --dualtest --window 416k --time 15,,,,,
i-01c8d19269eacccd2,m5d.large,1567242764,15.0 sec,425 Mbits/sec,479 Mbits/sec,0.425,0.479,0.904,30,13,iperf -c 172.31.93.129 --dualtest --window 416k --time 15,,,,,
i-01c8d19269eacccd2,m5d.large,1567242764,15.0 sec,786 Mbits/sec,635 Mbits/sec,0.786,0.635,1.421,30,13,iperf -c 172.31.93.129 --dualtest --window 416k --time 15,,,,,
i-01c8d19269eacccd2,m5d.large,1567242764,15.0 sec,915 Mbits/sec,834 Mbits/sec,0.915,0.834,1.749,30,13,iperf -c 172.31.93.129 --dualtest --window 416k --time 15,,,,,
i-01c8d19269eacccd2,m5d.large,1567242764,15.0 sec,673 Mbits/sec,593 Mbits/sec,0.673,0.593,1.266,30,13,iperf -c 172.31.93.129 --dualtest --window 416k --time 15,,,,,
i-01c8d19269eacccd2,m5d.large,1567242764,15.0 sec,762 Mbits/sec,620 Mbits/sec,0.762,0.62,1.382,30,13,iperf -c 172.31.93.129 --dualtest --window 416k --time 15,,,,,
i-01c8d19269eacccd2,m5d.large,1567242764,15.0 sec,794 Mbits/sec,940 Mbits/sec,0.794,0.94,1.734,30,13,iperf -c 172.31.93.129 --dualtest --window 416k --time 15,,,,,
i-01c8d19269eacccd2,m5d.large,1567242764,15.0 sec,1.01 Gbits/sec,1.11 Gbits/sec,1.01,1.11,2.12,30,13,iperf -c 172.31.93.129 --dualtest --window 416k --time 15,,,,,
i-01c8d19269eacccd2,m5d.large,1567242764,15.0 sec,482 Mbits/sec,508 Mbits/sec,0.482,0.508,0.99,30,13,iperf -c 172.31.93.129 --dualtest --window 416k --time 15,,,,,
i-01c8d19269eacccd2,m5d.large,1567242764,15.0 sec,1.32 Gbits/sec,699 Mbits/sec,1.32,0.699,2.019,30,13,iperf -c 172.31.93.129 --dualtest --window 416k --time 15,,,,,
i-01c8d19269eacccd2,m5d.large,1567242764,15.0 sec,636 Mbits/sec,601 Mbits/sec,0.636,0.601,1.237,30,13,iperf -c 172.31.93.129 --dualtest --window 416k --time 15,,,,,
i-01c8d19269eacccd2,m5d.large,1567242764,15.0 sec,737 Mbits/sec,1.07 Gbits/sec,0.737,1.07,1.807,30,13,iperf -c 172.31.93.129 --dualtest --window 416k --time 15,,,,,
i-0ad01ba7eb7ae2fe4,m5d.large,1567242764,15.0 sec,883 Mbits/sec,937 Mbits/sec,0.883,0.937,1.82,30,14,iperf -c 172.31.89.69 --dualtest --window 416k --time 15,,,,,
i-0ad01ba7eb7ae2fe4,m5d.large,1567242764,15.0 sec,372 Mbits/sec,406 Mbits/sec,0.372,0.406,0.778,30,14,iperf -c 172.31.89.69 --dualtest --window 416k --time 15,,,,,
i-0ad01ba7eb7ae2fe4,m5d.large,1567242764,15.0 sec,451 Mbits/sec,515 Mbits/sec,0.451,0.515,0.966,30,14,iperf -c 172.31.89.69 --dualtest --window 416k --time 15,,,,,
i-0ad01ba7eb7ae2fe4,m5d.large,1567242764,15.0 sec,904 Mbits/sec,847 Mbits/sec,0.904,0.847,1.751,30,14,iperf -c 172.31.89.69 --dualtest --window 416k --time 15,,,,,
i-0ad01ba7eb7ae2fe4,m5d.large,1567242764,15.0 sec,483 Mbits/sec,933 Mbits/sec,0.483,0.933,1.416,30,14,iperf -c 172.31.89.69 --dualtest --window 416k --time 15,,,,,
i-0ad01ba7eb7ae2fe4,m5d.large,1567242764,15.0 sec,608 Mbits/sec,943 Mbits/sec,0.608,0.943,1.551,30,14,iperf -c 172.31.89.69 --dualtest --window 416k --time 15,,,,,
i-0ad01ba7eb7ae2fe4,m5d.large,1567242764,15.0 sec,285 Mbits/sec,961 Mbits/sec,0.285,0.961,1.246,30,14,iperf -c 172.31.89.69 --dualtest --window 416k --time 15,,,,,
i-0ad01ba7eb7ae2fe4,m5d.large,1567242764,15.0 sec,675 Mbits/sec,1.01 Gbits/sec,0.675,1.01,1.685,30,14,iperf -c 172.31.89.69 --dualtest --window 416k --time 15,,,,,
i-0ad01ba7eb7ae2fe4,m5d.large,1567242764,15.0 sec,768 Mbits/sec,592 Mbits/sec,0.768,0.592,1.36,30,14,iperf -c 172.31.89.69 --dualtest --window 416k --time 15,,,,,
i-0ad01ba7eb7ae2fe4,m5d.large,1567242764,15.0 sec,691 Mbits/sec,640 Mbits/sec,0.691,0.64,1.331,30,14,iperf -c 172.31.89.69 --dualtest --window 416k --time 15,,,,,
i-0ad01ba7eb7ae2fe4,m5d.large,1567242764,15.0 sec,1.81 Gbits/sec,1.00 Gbits/sec,1.81,1,2.81,30,14,iperf -c 172.31.89.69 --dualtest --window 416k --time 15,,,,,
i-0589e99f359415539,m5d.large,1567242764,15.0 sec,340 Mbits/sec,1.01 Gbits/sec,0.34,1.01,1.35,30,15,iperf -c 172.31.82.192 --dualtest --window 416k --time 15,,,,,
i-0589e99f359415539,m5d.large,1567242764,15.0 sec,387 Mbits/sec,439 Mbits/sec,0.387,0.439,0.826,30,15,iperf -c 172.31.82.192 --dualtest --window 416k --time 15,,,,,
i-0589e99f359415539,m5d.large,1567242764,15.0 sec,561 Mbits/sec,552 Mbits/sec,0.561,0.552,1.113,30,15,iperf -c 172.31.82.192 --dualtest --window 416k --time 15,,,,,
i-0589e99f359415539,m5d.large,1567242764,15.0 sec,736 Mbits/sec,843 Mbits/sec,0.736,0.843,1.579,30,15,iperf -c 172.31.82.192 --dualtest --window 416k --time 15,,,,,
i-0589e99f359415539,m5d.large,1567242764,15.0 sec,895 Mbits/sec,697 Mbits/sec,0.895,0.697,1.592,30,15,iperf -c 172.31.82.192 --dualtest --window 416k --time 15,,,,,
i-0589e99f359415539,m5d.large,1567242764,15.0 sec,792 Mbits/sec,942 Mbits/sec,0.792,0.942,1.734,30,15,iperf -c 172.31.82.192 --dualtest --window 416k --time 15,,,,,
i-0589e99f359415539,m5d.large,1567242764,15.0 sec,783 Mbits/sec,678 Mbits/sec,0.783,0.678,1.461,30,15,iperf -c 172.31.82.192 --dualtest --window 416k --time 15,,,,,
i-0589e99f359415539,m5d.large,1567242764,15.0 sec,701 Mbits/sec,665 Mbits/sec,0.701,0.665,1.366,30,15,iperf -c 172.31.82.192 --dualtest --window 416k --time 15,,,,,
i-0589e99f359415539,m5d.large,1567242764,15.0 sec,784 Mbits/sec,812 Mbits/sec,0.784,0.812,1.596,30,15,iperf -c 172.31.82.192 --dualtest --window 416k --time 15,,,,,
i-0589e99f359415539,m5d.large,1567242764,15.0 sec,740 Mbits/sec,941 Mbits/sec,0.74,0.941,1.681,30,15,iperf -c 172.31.82.192 --dualtest --window 416k --time 15,,,,,
i-0589e99f359415539,m5d.large,1567242764,15.0 sec,530 Mbits/sec,473 Mbits/sec,0.53,0.473,1.003,30,15,iperf -c 172.31.82.192 --dualtest --window 416k --time 15,,,,,
i-07791767a8cf5324c,m5d.large,1567242764,15.0 sec,967 Mbits/sec,1.01 Gbits/sec,0.967,1.01,1.977,30,16,iperf -c 172.31.82.91 --dualtest --window 416k --time 15,,,,,
i-07791767a8cf5324c,m5d.large,1567242764,15.0 sec,1.19 Gbits/sec,766 Mbits/sec,1.19,0.766,1.956,30,16,iperf -c 172.31.82.91 --dualtest --window 416k --time 15,,,,,
i-07791767a8cf5324c,m5d.large,1567242764,15.0 sec,1.11 Gbits/sec,648 Mbits/sec,1.11,0.648,1.758,30,16,iperf -c 172.31.82.91 --dualtest --window 416k --time 15,,,,,
i-07791767a8cf5324c,m5d.large,1567242764,15.0 sec,1.10 Gbits/sec,960 Mbits/sec,1.1,0.96,2.06,30,16,iperf -c 172.31.82.91 --dualtest --window 416k --time 15,,,,,
i-07791767a8cf5324c,m5d.large,1567242764,15.0 sec,1.35 Gbits/sec,1.01 Gbits/sec,1.35,1.01,2.36,30,16,iperf -c 172.31.82.91 --dualtest --window 416k --time 15,,,,,
i-07791767a8cf5324c,m5d.large,1567242764,15.0 sec,1.55 Gbits/sec,915 Mbits/sec,1.55,0.915,2.465,30,16,iperf -c 172.31.82.91 --dualtest --window 416k --time 15,,,,,
i-07791767a8cf5324c,m5d.large,1567242764,15.0 sec,725 Mbits/sec,629 Mbits/sec,0.725,0.629,1.354,30,16,iperf -c 172.31.82.91 --dualtest --window 416k --time 15,,,,,
i-07791767a8cf5324c,m5d.large,1567242764,15.0 sec,1.48 Gbits/sec,880 Mbits/sec,1.48,0.88,2.36,30,16,iperf -c 172.31.82.91 --dualtest --window 416k --time 15,,,,,
i-07791767a8cf5324c,m5d.large,1567242764,15.0 sec,1.47 Gbits/sec,965 Mbits/sec,1.47,0.965,2.435,30,16,iperf -c 172.31.82.91 --dualtest --window 416k --time 15,,,,,
i-07791767a8cf5324c,m5d.large,1567242764,15.0 sec,419 Mbits/sec,502 Mbits/sec,0.419,0.502,0.921,30,16,iperf -c 172.31.82.91 --dualtest --window 416k --time 15,,,,,
i-07791767a8cf5324c,m5d.large,1567242764,15.0 sec,1.13 Gbits/sec,936 Mbits/sec,1.13,0.936,2.066,30,16,iperf -c 172.31.82.91 --dualtest --window 416k --time 15,,,,,
i-00419db1aebc30cfa,m5d.large,1567242764,15.0 sec,1.13 Gbits/sec,728 Mbits/sec,1.13,0.728,1.858,30,17,iperf -c 172.31.90.31 --dualtest --window 416k --time 15,,,,,
i-00419db1aebc30cfa,m5d.large,1567242764,15.0 sec,1.57 Gbits/sec,972 Mbits/sec,1.57,0.972,2.542,30,17,iperf -c 172.31.90.31 --dualtest --window 416k --time 15,,,,,
i-00419db1aebc30cfa,m5d.large,1567242764,15.0 sec,1.36 Gbits/sec,877 Mbits/sec,1.36,0.877,2.237,30,17,iperf -c 172.31.90.31 --dualtest --window 416k --time 15,,,,,
i-00419db1aebc30cfa,m5d.large,1567242764,15.0 sec,1.32 Gbits/sec,955 Mbits/sec,1.32,0.955,2.275,30,17,iperf -c 172.31.90.31 --dualtest --window 416k --time 15,,,,,
